
id	media_type	comment_count	media_like_count	product_type	media_text	media_created_at
2484366997424531547_6323132732	1	70	365	кормить	Первокурсники, у нас для вас отличная новость! 🔥 ⠀ Ждем этой новости 😱 ⠀ Решением Межведомственной комиссии при Правительстве РК первокурсники начнут обучение в смешанном формате со второго семестр. Теперь вы можете гулять по нашему любимому университету, есть в кафетерии, учиться в аудиториях и т. Д. Надеемся, что скоро все студенты Есеновского университета благополучно встретятся ________ ⠀ ______________ ⠀ Первокурсники, которых мы давно ждали это пожарная новость! 🔥 ⠀ .😱 ⠀ Решением Межведомственной комиссии Правительства РК на второй семестр возобновляется совместная подготовка студентов первого курса вузов. Наконец-то вы сможете прогуляться по нашему любимому университету, пообедать в столовой, посидеть в аудитории и многое другое. ⠀ Надеемся, что скоро мы увидим всех студентов Есеновского университета😌	1610466238
2480678476709077972_6323132732	8	8	172	carousel_container	Можно ли посещать мировые выставки и галереи, не выходя из дома? Конечно вы можете! 😉 Многие музеи начали работать в Интернете. Некоторые оцифровали свои экспонаты и опубликовали их на веб-сайтах, другие запустили интерактивные сервисы, а третьи начали проводить виртуальные туры. Другими словами, шедевры мирового искусства стали нам ближе - нам больше не нужно стоять в очереди, чтобы поехать и въехать в другие страны. Наслаждайтесь духовным питанием с Есеновским университетом! Ознакомьтесь со списком собранных для вас виртуальных музеев! ________________ __________________ Посещать выставки и галереи мира, не выходя из дома? Да, это тоже возможно! 😉 ⠀ Многие музеи вышли в интернет. Один оцифровал свои экспонаты и опубликовал их на своих сайтах, другие запустили интерактивные сервисы, а три сделали виртуальные туры. ⠀ Другими словами, шедевры мирового искусства стали ближе - без поездок в другие страны и длинных очередей. Просветись вместе с Есеновским университетом 💙🙌🏻	1609939941
2476187902635211331_6323132732	1	2	264	кормить	С Новым годом, дорогой друг🥳 ⠀ В новом 2021 году желаю, чтобы твоя мечта сбылась, в вашем доме всегда было уютно и тепло, а ваши близкие всегда будут с вами😘 ⠀ С уважением - Университет Есенова	1609404623
2475600268666064105_6323132732	1	13	145	кормить	Нельзя сказать, что 2020 год лучший, но до Нового года остался 1 день. Итак, пора ставить цель на 2021 год! ⠀ Под этим постом мы соберем ваши цели на новый год. Неважно, высока ваша цель или мала, это всего лишь ваша мечта. ⠀ НРАВИТСЯ И НАПИШИТЕ СВОЮ ЦЕЛЬ ПОД СООБЩЕНИЕМ. СОХРАНИТЕ ПОЧТУ, ЧТОБЫ НЕ ПОТЕРЯТЬ ЕГО 💙	1609334571
2474883045743910070_6323132732	8	9	133	carousel_container	Через несколько дней вынесем старый год и встретим Новый год. Пользуясь случаем, мы подготовили для вас несколько вариантов подарков, учитывая, что это лучшее время для того, чтобы сделать подарок своим близким. ⠀ Получили подарок? 🎁 _____________ Совсем скоро Новый год 🎄 а теперь самое время выбирать подарки для родных и близких 🎁 Итак, мы подготовили для вас варианты подарков 😎 ⠀ А вы уже купили подарки? 😏	1609249072
2474795205349344856_6323132732	8	16	330	carousel_container	Здравствуйте, друг👋🏻 ⠀ Этот год был непростым для всех, карантин, мы были дома, вуз соскучился А пока в университете созданы интересные кабинеты😎 ⠀ Сейчас вашему вниманию представляем кабинет «Духовный» Возрождение »! Что интересно, вы можете найти книгу, которую хотите прочитать, в офисе по qr-коду! _____________ ⠀ Здравствуй, друг 👋🏻 ⠀ В этом году мы все сидели дома и университет соскучился по тебе 🥺 ⠀ За это время в университете появились новые интересные кабинеты 😎 ⠀ Посмотрим, сейчас мы покажем тебе кабинет «Духовное звон», где есть танец / где можно найти книгу по qr-коду😱 #yessenovuniversity	1609238600
2472028090921959581_6323132732	8	4	141	carousel_container	Мы создали список мелодий, которые важны для вашей повседневной жизни 😎 ⠀ Не забудьте отметить свою музыку из нашего списка, разместив репост в историю! 🎧 ⠀ 🔹🔹🔹 ⠀ И мы подготовили для вас жизненные плейлисты для каждой день😎 ⠀ 🎧	1608908735
2471956640022385086_6323132732	8	0	229	carousel_container	24 декабря Есеновский университет и одна из 7300 гостиниц Marriott International Renaissance Aktau Hotel подписали Меморандум. Генеральный директор гостиницы господин Мислав выразил готовность сотрудничать с Есеновским университетом в развитии индустрии гостеприимства в регионе. В настоящее время существует потребность в подготовке высокоэффективных и востребованных специалистов в сфере туризма и гостиничного бизнеса по зарубежной системе. ⠀ 24 декабря был подписан меморандум о взаимопонимании между Есеновским университетом и одной из 7300 гостиниц Marriott International Renaissance Aktau Hotel. Генеральный директор гостиницы господин Мислав выразил готовность сотрудничать с Есеновским университетом в развитии индустрии гостеприимства в регионе. В настоящее время существует потребность в подготовке высокоэффективных и востребованных специалистов в сфере туризма и гостиничного бизнеса в зарубежной системе. ⠀ #yessenovuniversity #marriottinternational #renaissanceaktauhotel	1608900217
2471250705708715563_6323132732	1	14	166	кормить	Привет, друг ⠀ Как дела ?! ⠀ Теперь у нас более тесные отношения с вами, чем раньше Мы собираемся запустить нашу инста-страницу в новом формате ⠀ С сегодняшнего дня мы будем предоставлять интересный контент для абитуриентов и студентов ♥ ️ ⠀ Любые вопросы можно направлять напрямую ✅ ⠀ 🔹🔹🔹 ⠀ Привет, друг Как дела? ⠀ Теперь мы будем ближе к вам 😌 Мы меняем формат нашего Instagram 👾 ⠀ С этого дня будет больше интересного контента, всем нашим студентам и абитуриентам было интересно подписаться на нас ♥ ️ ⠀ По любым вопросам вы можете обращаться напрямую ✅	1608816063
2468975712358524582_6323132732	1	208	316	кормить	Дорогие студенты! Экзамены, запланированные на 20.12.20 и 21.12.20, будут перенесены на 11 и 12 января 2021 года из-за кибератак на серверы университетов. Остальные экзамены проводятся в соответствии с расписанием экзаменов. ---- Дорогие студенты! В связи с попытками киберпространства на серверах вуза экзамены, запланированные на 20.12.20 и 21.12.20, будут перенесены на 11 и 12 января 2021 года соответственно. Остальные экзамены пройдут в соответствии с календарем экзаменов. #yessenovuniversity	1608544863
2467499794684293327_6323132732	2	63	216	igtv	Дорогие студенты! В этом видео вы найдете ответы на часто задаваемые вопросы о зимней экзаменационной сессии. ---- Дорогие студенты! В этом видео вы найдете ответы на наиболее часто задаваемые вопросы во время зимней экзаменационной сессии. #yessenovuniversity	1608369446
2467427464230586923_6323132732	2	18	208	igtv	Добрый день, студенты! Предлагаем вашему вниманию видео с подробной инструкцией по сдаче теста! ———— Добрый день, студенты! Представляем вашему вниманию видео с подробной инструкцией по прохождению теста! #yessenovuniversity	1608361084
2467418955950672446_6323132732	2	8	273	igtv	Добрый день, студенты! Предлагаем вашему вниманию видео с подробной инструкцией по сдаче письменного экзамена! ———— Добрый день, студенты! Представляем вашему вниманию видео с подробной инструкцией по сдаче письменного экзамена! #yessenovuniversity	1608360028
2464837481605925017_6323132732	8	5	339	carousel_container	15 декабря в конференц-зале Есеновского университета состоялось торжественное собрание, посвященное Дню Независимости Республики Казахстан «Независимость - основа Вечной страны». В ходе встречи президент Есеновского университета Берик Бакытжанович Ахметов выступил с приветственной речью и вручил профессорско-преподавательскому составу и коллективу университета знак Есеновского университета, Почетные грамоты и Благодарственные письма. Завершилось мероприятие праздничным концертом. ———— 15 декабря в конференц-зале Есеновского университета состоялось торжественное собрание «Независимость-Вечная поддержка страны», посвященное Дню Независимости Республики Казахстан. В ходе торжественного собрания Президент Есеновского университета Ахметов Берик Бакытжанович выступил с речью и наградил профессорско-преподавательский состав и коллектив университета почетным знаком Есеновского университета, Почетными грамотами и Благодарственными письмами. Завершилось мероприятие праздничным концертом. #yessenovuniversity	1608051547
2464469175208299499_6323132732	1	2	193	кормить	Уважаемые казахстанцы! Есеновский университет искренне поздравляет вас с Днем Независимости Республики Казахстан! Этот праздник - символ свободы и силы нашего государства. С момента обретения независимости наш народ прекрасно продолжил великую историю Казахстана новыми достижениями и успешными изменениями, за годы независимости мы добились мирового признания и большого прогресса. Желаем Вам крепкого здоровья, благополучия и стабильности в этот знаменательный день! Пусть в вашем доме всегда будет мир, согласие и взаимопонимание. Счастливого дня независимости! В связи с этим юбилеем Есеновский университет объявляет торжественное собрание «Независимость - хребет Вечной страны». Место проведения: конференц-зал, в 15:00. ———— Уважаемые казахстанцы! Есеновский университет искренне поздравляет вас с Днем Независимости Республики Казахстан! Этот праздник по праву считается символом свободы и могущества нашего государства. С момента обретения независимости наш народ блестяще продолжил великую историю Казахстана новыми достижениями и успешными преобразованиями, за годы независимости мы добились мирового признания и большого прогресса. В этот знаменательный день желаем Вам крепкого здоровья, благополучия и стабильности! Пусть в вашем доме всегда будет мир, согласие и взаимопонимание. Счастливого дня независимости! В связи с этой знаменательной датой Есеновский университет объявляет о праздновании «Независимости - вечной опоры страны». Место проведения: Конференц-зал, 15:00. #Yessenovuniversity	1608007641
2464095260657274008_6323132732	8	4	310	carousel_container	11 декабря в честь 29-летия Независимости Республики Казахстан, организованный активной молодежью факультета бизнеса и права, прошел интеллектуальный конкурс среди первокурсников «Независимость на высоком пьедестале». В конкурсе приняли участие по 8 команд от каждого факультета. Победители были награждены специальными сувенирами и дипломами. ———— 11 декабря, в честь 29-летия Независимости Республики Казахстан, прошел интеллектуальный конкурс среди первокурсников «Тугыры бик Тауелсиздик», организованный активной молодежью факультета «Бизнес и право». ". В конкурсе приняли участие по 8 команд от каждого факультета. Победителям были вручены памятные подарки и дипломы. #yessenovuniversity	1607963068
2462490363554917014_6323132732	2	0	145	igtv	Новый выпуск # YUvirtualvisit🌟 Сегодня мы хотим продолжить наш виртуальный тур и показать Офис Сознательного Поколения, публику имени Салыка Зиманова, публику имени Турара Жолдыбаева. Какая публика ️ Понравилась? ⚡ –––– Новый выпуск #YUvirtualvisit 🌟 Сегодня мы продолжим виртуальный тур и покажем офис Саналы Урпак, аудитории имени Салыки Зимановой и Турары Жолдыбаевой. Какая аудитория вам больше всего понравилась? ⚡️ #yessenovuniversity #yuvirtualvisit	1607772515
2461968272036419083_6323132732	2	5	146	кормить	2 декабря Ассамблея народа Казахстана Мангистауской области и Есеновский университет организовали международную научно-практическую онлайн-конференцию «Ассамблея народа Казахстана: опыт, актуальные проблемы, тенденции развития» для обеспечения конструктивного и открытого диалога по актуальным вопросам. вопросы государственной политики в межнациональных отношениях. ✨ Предлагаем вашему вниманию видео с этой конференции! ———— 2 декабря Ассамблея народа Казахстана Мангистауской области и Есеновского университета в контексте конструктивного и открытого диалога по актуальным вопросам государственной политики в области международных отношений в контексте международных отношений в контексте практики международных отношений , проблемы, перспективы », посвященная 25-летию АНК. ✨ Предлагаем вашему вниманию видео с конференции! #yessenovuniversity	1607709766
2461748560370111364_6323132732	8	1	205	carousel_container	9 декабря в Есеновском университете прошла головокружительная университетская акция «КОРРУПЦИЯ - ЗДОРОВОЕ ОБЩЕСТВО». В мероприятии приняли участие команды профессоров, преподавателей и студентов, которые укрепили свои антикоррупционные навыки и способствовали построению здорового общества. Поздравляем победителей брейн-ринга! ---- 9 декабря в Есеновском университете прошел брейн-ринг университетской интеллектуальной акции «ЗДОРОВОЕ ОБЩЕСТВО - БЕЗ КОРРУПЦИИ». В мероприятии приняли участие команды профессоров и преподавателей, которые повысили свою антикоррупционную квалификацию и способствовали построению здорового общества. Поздравляем победителей брейн-ринга! #yessenovuniversity	1607683320
2461250614637879629_6323132732	1	6	213	кормить	10 декабря в Есеновском университете прошло торжественное собрание, посвященное Международному дню борьбы с коррупцией 9 декабря, организованное кафедрой противодействия коррупции. На мероприятии сотрудники Есеновского университета были награждены дипломами за вклад в формирование антикоррупционной культуры в обществе и продвижение ценностей благоразумия. Поздравляем коллектив нашего вуза! ———— 10 декабря в Есеновском университете прошло торжественное собрание, посвященное Международному дню борьбы с коррупцией, организованное Департаментом по борьбе с коррупцией 9 декабря. На мероприятии коллектив Есеновского университета был награжден грамотами за вклад в формирование антикоррупционной культуры в обществе и продвижение ценностей порядка. Поздравляем коллектив нашего вуза! #yessenovuniversity	1607623960
2460458648446548922_6323132732	8	86	416	carousel_container	«11 декабря в 17:00 ректор Есеновского университета проведет онлайн-встречу со студентами по вопросам организации зимней экзаменационной сессии. Встреча состоится на платформе Zoom. Чтобы присоединиться, студенты должны указать свое имя и специальность. Желаем нашим студентам успешной сдачи экзаменов! ———— ⚡ 11 декабря в 17:00 состоится онлайн-встреча ректора Есеновского университета со студентами по вопросам организации зимней экзаменационной сессии. Встреча состоится на платформе Zoom. Для подключения студентов необходимо указать их ФИО и специализацию. Желаем нашим студентам успешной сдачи экзаменов! #yessenovuniversity	1607529550
2459422403415079059_6323132732	8	2	237	carousel_container	«4 декабря состоялось очередное собрание Ассоциации выпускников Есеновского университета. Десятки тысяч выпускников Есеновского университета успешно работают в различных секторах экономики Казахстана, являются руководителями крупных развивающихся организаций, компаний, государственных структур, являются успешными предпринимателями и вносят свой вклад в политическую, социальную и культурную жизнь Мангистауской области. В ходе встречи выпускники поделились своими историями успеха, рассказали о своей студенческой жизни, сотрудничали с университетом в разработке совместных образовательных программ, способствовали полноценному и всестороннему развитию вуза, поддерживали талантливых студентов, молодых специалистов, пропагандировали преимущества Есеновского университета. , спонсорство и трудоустройство студентов. выразили готовность помочь в трудоустройстве. Достижения университета - это достижения его выпускников, в которых сочетаются студенческие годы и студенческая дружба. ———— 4 декабря состоялось очередное собрание Ассоциации выпускников Есеновского университета. Десятки тысяч выпускников Есеновского университета успешно работают в различных секторах экономики Казахстана, занимают лидирующие позиции в крупных развивающихся организациях, компаниях, государственных структурах, придерживаясь принципа прогрессивных, прогрессивных и успешных предприятий. Читайте на встречу vıpwsknïkï podelïlïs успеха ïstorïey, rasskazalï отправки stwdençeskoy жизни и за исключение vırazïlï gotovnost сотрудничества в wnïversïtetom части razrabotkï sovmestnıx obrazovatelnıx программа, sodeystvovat polnocennomw и vsestoronnemw РАЗВИТИЮ университета, студенты podderjat odarenn, Young specïalïstov, propagandïrovat preïmwşçestva Yessenov университет, okazat sponsorskwyu помощи, sodeystvovat студент труд. Успех университета - это успех его выпускников, объединяющих студенческие годы и студенческую дружбу. #yessenovuniversity	1607406020
2458928869947947215_6323132732	1	0	81 год	кормить	🧠 9 декабря в 15:00 на платформе Zoom пройдет брейн-ринг на тему «Общество без коррупции»! Предлагаем принять активное участие в брейн-ринге! ———— 🧠 9 декабря в 15:00 на платформе Zoom состоится брейн-ринг на тему «Грамотное общество без коррупции»! Предлагаем вам принять активное участие в брейн-ринге! #yessenovuniversity	1607347186
2456660599245044409_6323132732	8	19	187	carousel_container	«3 декабря руководство Есеновского университета провело переговоры с представителями« Мангистаумунайгаз »по вопросам дуального обучения студентов инженерных специальностей Есеновского университета. По итогам встречи подписан Меморандум о сотрудничестве с АО «Мангистаумунайгаз» по совместной разработке образовательных программ в форме дуального обучения по инженерным специальностям. ———— 📝 3 декабря прошли переговоры между руководством Есеновского университета и представителями «Мангистаумунайгаз» по вопросам дуального обучения студентов инженерных специальностей Есеновского университета. По итогам встречи достигнута договоренность о совместной разработке образовательных программ с дуальной подготовкой по инженерным специальностям и подписан Меморандум о сотрудничестве с ОАО «Мангистаумунайгаз». #yessenovuniversity	1607076787
2456161580190160856_6323132732	8	3	203	carousel_container	«2 декабря АО« Каражанбасмунай »и Есеновский университет подписали Меморандум о взаимопонимании. Подписание Меморандума предусматривает запуск пилотного проекта по интернатуре обучения студентов Есеновского университета и Есеновского колледжа по пяти узким направлениям и необходимым специальностям на базе АО «Каражанбасмунай». Для студентов такое сочетание теории и практики гарантирует высокую квалификацию и успешное трудоустройство. 🕴️ ———— 📝 2 декабря подписан Меморандум о взаимопонимании между АО «Каражанбасмунай» и Есеновским университетом. Подписание Меморандума предусматривает запуск пилотного проекта по интернатуре обучения студентов Есеновского университета и Есеновского колледжа по пяти узконаправленным и востребованным специальностям на базе АО «Каражанбасмунай». А это значит, что для студентов такое сочетание теории и практики гарантирует высокую квалификацию и успешную работу, так как они включены в производственный процесс в качестве сотрудника предприятия 🕴️ #yessenovuniversity	1607026223
2456096924454032949_6323132732	2	15	243	igtv	Новый выпуск # YUvirtualvisit🌟 Сегодня мы продолжим наш виртуальный тур и покажем зал судебной экспертизы, зал суда и комнаты для посредничества. Напишите свою реакцию на видео! ⚡️ –––– Новый выпуск #YUvirtualvisit 🌟 Сегодня мы продолжим наш виртуальный тур и покажем комнату судебной экспертизы, зал суда и комнату для посредничества. Скиньте свою реакцию на это видео! ⚡️ #yessenovuniversity #YUvirtualvisit	1607016263
2455924797997223779_6323132732	8	0	181	carousel_container	👮‍♂️Есеновский университет, факультет бизнеса и права, кафедра юриспруденции, организовал встречу с сотрудниками Управления полиции Мангистауской области с целью трудоустройства выпускников вуза «Сегодняшний студент - завтрашний специалист». ———— 👮‍♂️В Есеновском университете на факультете бизнеса и права кафедра юриспруденции организовала встречу с представителями Управления полиции Мангистауской области на тему «Сегодняшний студент - завтрашний специалист». #yessenovuniversity	1606989073
2455376240554684314_6323132732	8	2	206	carousel_container	📯Ассамблеи народа Казахстана Мангистауской области и Кафедра «Ассамблеи народа Казахстана» Есеновского университета провели международную научно-практическую онлайн-конференцию «Ассамблея народа Казахстана: опыт, актуальные проблемы, тенденции развития», посвященная к 25-летию АПК. Отправить отзыв ———— 📯Ассамблью народа Казахстана в Мангистауской области и кафедрой «Ассамблея народа Казахстана» Есеновского университета прошла международная научно-практическая онлайн-конференция «Ассамблея народа Казахстана: практика. , проблемы, перспективы », посвященная 25-летию. Отправить отзыв👇🔥 #yessenovuniversity	1606923680
2454304197079822824_6323132732	1	0	164	кормить	Уважаемые казахстанцы! От всей души поздравляем вас с Днем Первого Президента Республики Казахстан! День Первого Президента - день исторического выбора и день национального единства и согласия в Казахстане. От всей души желаем Вам крепкого здоровья, мира и благополучия в этот праздник. Пусть всегда процветает наша Родина - Республика Казахстан. ———————— Уважаемые казахстанцы! От всей души поздравляем вас с государственным праздником - Днем Первого Президента Республики Казахстан! День Первого Президента - день исторического выбора и день национального единства и согласия в Казахстане. От всего сердца желаем Вам крепкого здоровья, мира и благополучия. Пусть всегда процветает наша Родина - Республика Казахстан. #yessenovuniversity	1606796014
2453960653740769408_6323132732	2	9	211	кормить	Представляем вашему вниманию видео с подписания Меморандума Есеновского университета и Rixos Water World Aktau! 📝 Разместите ваше видео в колонке! 🤩 ———— Предлагаем вам видео с подписанием Меморандума Есеновского университета и Rixos Водный мир Актау! 📝 Оцените наше видео в комментариях! 🤩 #yessenovuniversity	1606755312
2453951164684700829_6323132732	8	1	241	carousel_container	В соответствии со Стратегическим планом Есеновского университета, члены команды отраслевых менеджеров по управлению изменениями в высшем образовании «Эль-Умит» при проектном офисе «Академии Президента» и Правительства Республики Казахстан Г. Корганбаева, А. Қүсманов, А. Обсуждались новые образовательные программы с участием Карабатыровых. Образовательную программу «Большие данные в бизнесе», предложенную факультетом бизнеса и права, прокомментировали руководители отрасли. ———— В соответствии со Стратегическим планом Есеновского Университета было проведено онлайн-обсуждение новых образовательных программ с участием команды отраслевых менеджеров по управлению изменениями в сфере высшего образования «Эль-Умит Республики» на базе Академия наук Республики Казахстан. Курганбаевой, А. Кусманова, А. Карабатырова. Руководители филиалов высказали свое мнение и предложения по образовательной программе «Большие данные в бизнесе», представленной профессорско-преподавательским составом факультета бизнеса и права. ## yessenovuniversity	1606753797
2452356746245712045_6323132732	2	6	227	igtv	Дорогие друзья, у нас отличные новости! В Есеновском университете открываются новые спортивные площадки: 2 поля для мини-футбола, 2 теннисных корта, 1 баскетбольная площадка, 1 волейбольная площадка. Представляем вашему вниманию видео с церемонии открытия! ———— Дорогие друзья, у нас замечательные новости! В Есеновском университете открыты новые спортивные площадки: 2 поля для мини-футбола, 2 теннисных корта, 1 баскетбольная площадка, 1 волейбольная площадка. 😍⚽ Представляем вашему вниманию видео с торжественным открытием! #yessenovuniversity	1606563886
2451779467873370405_6323132732	8	5	368	carousel_container	27 ноября, в рамках Дня Первого Президента, состоялась церемония открытия 6 открытых спортивных площадок Есеновского университета с участием акима Актау Нурдаулета Килибая. Здесь есть 2 поля для мини-футбола, 2 теннисных корта, 1 баскетбольная площадка, 1 волейбольная площадка. Эти спортивные площадки будут обслуживать преподавателей и студентов вуза. В ходе мероприятия почетные гости ознакомились с открытыми спортивными площадками и общими планами вуза. Общая площадь открытой спортивной площадки составляет 0,5 га. Открытые спортивные площадки построены с соблюдением всех требований. ———— 27 ноября в рамках Дня Первого Президента состоялось торжественное открытие 6 открытых спортивных площадок Есеновского университета с участием акима Актау Нурдаулета Килибая. Это 2 поля для мини-футбола, 2 теннисных корта, 1 баскетбольная площадка, 1 волейбольная площадка. Эти спортивные площадки будут работать для преподавателей и студентов вуза. В ходе мероприятия почетные гости ознакомились с открытыми спортивными площадками и генеральным планом вуза. Общая площадь открытого спортивного комплекса составляет 0,5 га. Открытые спортивные площадки построены с соблюдением всех требований. #yessenovuniversity	1606494911
2451681925617936239_6323132732	8	1	225	carousel_container	Есеновский университет был приглашен для участия в виртуальном круглом столе с Бюро образовательных и культурных программ Госдепартамента США и послом США в Казахстане Уильямом Мозером. Деканы факультета туризма и языков и педагогической школы рассказали об образовательных программах и программах обмена, реализуемых в ЮУ при поддержке Бюро, и их влиянии на регион в целом. Обсуждались также перспективы дальнейшего сотрудничества. ———— Есеновский университет был приглашен для участия в виртуальном круглом столе с Бюро образовательных и культурных программ Госдепартамента США и Послом США в Республике Казахстан Уильямом Мозером. Деканы факультета туризма и языков и педагогических школ рассказали об образовательных программах и программах обмена, реализуемых в ЮУ при поддержке Бюро, и о том, какое влияние они оказывают на регион в целом. Обсуждались также перспективы дальнейшего сотрудничества. ———— Есеновский университет был приглашен для участия в виртуальном круглом столе с офисом Бюро по вопросам образования и культуры (ECA) в Вашингтоне, округ Колумбия, и послом США в Казахстане Уильямом Мозером. Деканы Школы туризма и языков и Образовательной школы YU рассказали о финансируемых ЕЦА программах обмена и развития образования в YU и их влиянии на регион. Обсуждались также перспективные возможности сотрудничества. #yessenovuniversity	1606483282
