

я бы	created_time	post_text	сказка	comment_id	comment_text	comment_created_time
73	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863352097210337	Пусть у тебя будет вера, пусть твоя душа будет в раю, пусть ты будешь сильным	2021-04-07T13: 38: 54 + 0000
74	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863447750534105	Пусть место матери будет в раю, где мы разделяем твои печали	2021-04-07T16: 33: 58 + 0000
75	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2864610430417837	Пусть конец смерти будет добрым и верным	2021-04-09T05: 46: 48 + 0000
76	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863430617202485	Да живет душа верующего в раю	2021-04-07T16: 01: 09 + 0000
77	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863344353877778	Да будет душа в раю, земля - ​​сеть, спутник веры	2021-04-07T13: 29: 06 + 0000
78	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863335010545379	быть верующим	2021-04-07T13: 17: 08 + 0000
79	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863295363882677	Пусть будет спина доброй и пусть место будет комфортным	2021-04-07T12: 25: 06 + 0000
80	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863385847206962	быть верующим	2021-04-07T14: 34: 24 + 0000
81 год	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863440297201517	быть соратником веры	2021-04-07T16: 19: 47 + 0000
82	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863384763873737	Да будет твоя вера здоровой	2021-04-07T14: 31: 59 + 0000
83	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2864009980477882	быть верующим	2021-04-08T13: 16: 37 + 0000
84	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863333110545569	Да будет твоя вера здоровой	2021-04-07T13: 14: 27 + 0000
85	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863404050538475	Да будет твоя вера здоровой	2021-04-07T15: 08: 19 + 0000
86	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863280957217451	Да будет твоя вера здоровой	2021-04-07T11: 54: 10 + 0000
87	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863286370550243	быть верующим	2021-04-07T12: 05: 13 + 0000
88	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863328600546020	быть верующим	2021-04-07T13: 07: 57 + 0000
89	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863263240552556	быть верующим	2021-04-07T11: 15: 25 + 0000
90	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863311760547704	быть верующим	2021-04-07T12: 48: 04 + 0000
91	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863305410548339	быть верующим	2021-04-07T12: 40: 45 + 0000
92	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863310083881205	быть верующим	2021-04-07T12: 46: 10 + 0000
93	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863323513879862	быть верующим	2021-04-07T13: 01: 20 + 0000
94	1849247698620787_2863261827219364	2021-04-07T11: 12: 04 + 0000	Коллектив есеновского университета выражает соболезнования в связи с кончиной матери президента университета Ахметова Берик Бакытжанович Ахметова Санзира Тынымбаевна.Мамы - особое место, пусть всегда будет с вами материнское тепло, пусть вера покойного будет здоровой. «Да будет земля клеткой, пусть вечный дом будет молодым», Есеновский университет выражает глубокую скорбь в связи со смертью матери президента Ахметовой Берики Бакытжанович Ахметовой Сансиры Тынымбаева, матери не всегда хватит, а вам не будет хватит ее земля будет пушистой, и она приживется с миром	NotAddedInfo	2863261827219364_2863778780501002	Будьте верны и будьте добры	2021-04-08T04: 45: 51 + 0000
95	1849247698620787_2861822950696585	2021-04-05T16: 10: 04 + 0000	В апреле сотрудники университета Есенова, преподаватели и гости продолжили свою кампанию по озеленению кампуса Есенова и посадили деревья по всему кампусу. Выскажите свое мнение о видео. Апрельский коллектив, преподаватели и гости университета Есенова продолжили акцию на кампусе зеленого кампуса Есенова и посадили деревья. видео в комментариях	NotAddedInfo	2861822950696585_2868352070043673	Пусть вместе формирование зеленой зоны продолжит поиск хорошего старта	2021-04-13T19: 58: 18 + 0000
96	1849247698620787_2859494760929404	2021-04-02T13: 43: 02 + 0000	В апреле Национальное бюро Erasmus в Казахстане провело мониторинг международного проекта uxiship по усилению компетенций студентов, специализирующихся в области развития стартапов, посредством междисциплинарных модульных курсов в образовательных программах Университета Казахстана в консорциуме yessenov university, a baitursynov kau, almau offline, a baitursynov kau, almau online Целью данного мониторинга является обеспечение достижения целей проекта в соответствии с планом, правилами и процедурами Erasmus, изложенными в заявке на проект, для получения запланированных результатов и предотвращения потенциальных ошибок которые могут отрицательно повлиять на их устойчивость.Оценка процесса реализации заключается в выявлении успешных практик, использовании их для продвижения программы, демонстрации практической ценности и воздействия проекта. совместно с erasmus в казахстане провели мониторинг международного проекта uxiship активация компетенций студентов ikt специальностей в развитии стартапов с помощью междисциплинарных модульных курсов по образовательным программам на базе вузов университета yessenov university yessenov university offline, экипажей и байтурсынов , almau online Целью данного мониторинга было обеспечение достижения целей проекта в соответствии с планом, представленным в заявке на проект, порядком выполнения процедуры, которая может негативно повлиять на получение запланированных результатов и их устойчивость к обнаружению успешного опыта, его использованию для продвижения программ, демонстрации практической ценности и воздействия проекта	NotAddedInfo	2859494760929404_2859572970921583	Считаю, что научные проекты приняты благодаря хорошей работе наших ученых.	2021-04-02T16: 14: 03 + 0000
97	1849247698620787_2859494760929404	2021-04-02T13: 43: 02 + 0000	В апреле Национальное бюро Erasmus в Казахстане провело мониторинг международного проекта uxiship по усилению компетенций студентов, специализирующихся в области развития стартапов, посредством междисциплинарных модульных курсов в образовательных программах Университета Казахстана в консорциуме yessenov university, a baitursynov kau, almau offline, a baitursynov kau, almau online Целью данного мониторинга является обеспечение достижения целей проекта в соответствии с планом, правилами и процедурами Erasmus, изложенными в заявке на проект, для получения запланированных результатов и предотвращения потенциальных ошибок которые могут отрицательно повлиять на их устойчивость.Оценка процесса реализации заключается в выявлении успешных практик, использовании их для продвижения программы, демонстрации практической ценности и воздействия проекта. совместно с erasmus в казахстане провели мониторинг международного проекта uxiship активация компетенций студентов ikt специальностей в развитии стартапов с помощью междисциплинарных модульных курсов по образовательным программам на базе вузов университета yessenov university yessenov university offline, экипажей и байтурсынов , almau online Целью данного мониторинга было обеспечение достижения целей проекта в соответствии с планом, представленным в заявке на проект, порядком выполнения процедуры, которая может негативно повлиять на получение запланированных результатов и их устойчивость к обнаружению успешного опыта, его использованию для продвижения программ, демонстрации практической ценности и воздействия проекта	NotAddedInfo	2859494760929404_2859567094255504	отличный проект	2021-04-02T16: 01: 31 + 0000
98	1849247698620787_2858717331007147	2021-04-01T13: 06: 12 + 0000	В марте erasmus провел онлайн-встречу между Есеновским университетом и Университетом международного бизнеса по международному проекту picasp. Основная цель проекта - обучение инновационным методам обучения малому и среднему бизнесу и менеджменту в вузах. На встрече обсуждались вопросы, связанные с к качественному плану рабочего плана казахстанских университетов-партнеров. В апреле была запланирована встреча с европейскими партнерами с участием доктора Массимо Бьянки. В марте прошла онлайн-встреча пилотного проекта пилотного курса. на основе сотрудничества университетов и предприятий по развитию Каспийского региона picasp в рамках программы Erasmus между yesseno v университет и университет международного бизнеса, основной целью которых является укрепление сотрудничества университетов и предприятий за счет разработки инновационных методов обучения предпринимательству и управлению малым и средним бизнесом в университете, а также качества Встреча Рабочий пакет запланирован на апрельскую встречу с европейским партнером в лице доктора Массимо Бьянки.	NotAddedInfo	2858717331007147_2858821064330107	отличный проект	2021-04-01T16: 21: 01 + 0000
100	1849247698620787_2856514064560807	2021-03-29T12: 36: 48 + 0000	Кенжетаев Гусман Жардемович, профессор экологии и геологии Есеновского университета, скончался в марте прошлого года. Кенжетаев Гусман Жардемович родился в декабре прошлого года. Гусман Жардемович, который провел международную конференцию и открыл офис имени Кенжетаева, сделал значительный вклад в развитие педагогики и науки в регионе. Хотя он умер, его достижения в области образования будут помнить народ и его ученики. Гусман Жардемович Есенов, сумевший вести их в области науки, был верен своей верности университету, он полностью помогал и поддерживал своих студентов.Наше горе не может быть выражено словами. Мы искренне сообщаем о кончине профессора кафедры экологии и геологии Есеновского университета Кенжетаевой Гусмана Жардемовича Гусмана Жардемовича, мудрого человека, внесшего особый вклад в развитие педагогики в регионе. Внесшего вклад в сферу образования. Кенжетаев Гусман Жардемович остался в памяти народа годом рождения ученого, доктора технических наук, профессора, заслуженного деятеля экологии нашего региона, автора ряда исследований, проведенных в декабре прошлого года кабинетом Кенжетаевой в ее благородном образе. исследования она обучала многих студентов в области науки Гусман Жардемович была верным Есеновским университетом, и она полностью помогала и поддерживала наших студентов, мы приносим извинения за неудобства, мы не можем позволить себе откладывать это. там профессор мы уверены, имя и вклад ученого останутся навсегда	NotAddedInfo	2856514064560807_2856551007890446	быть соратником веры	2021-03-29T13: 41: 26 + 0000
101	1849247698620787_2856514064560807	2021-03-29T12: 36: 48 + 0000	Кенжетаев Гусман Жардемович, профессор экологии и геологии Есеновского университета, скончался в марте прошлого года. Кенжетаев Гусман Жардемович родился в декабре прошлого года. Гусман Жардемович, который провел международную конференцию и открыл офис имени Кенжетаева, сделал значительный вклад в развитие педагогики и науки в регионе. Хотя он умер, его достижения в области образования будут помнить народ и его ученики. Гусман Жардемович Есенов, сумевший вести их в области науки, был верен своей верности университету, он полностью помогал и поддерживал своих студентов.Наше горе не может быть выражено словами. Мы искренне сообщаем о кончине профессора кафедры экологии и геологии Есеновского университета Кенжетаевой Гусмана Жардемовича Гусмана Жардемовича, мудрого человека, внесшего особый вклад в развитие педагогики в регионе. Внесшего вклад в сферу образования. Кенжетаев Гусман Жардемович остался в памяти народа годом рождения ученого, доктора технических наук, профессора, заслуженного деятеля экологии нашего региона, автора ряда исследований, проведенных в декабре прошлого года кабинетом Кенжетаевой в ее благородном образе. исследования она обучала многих студентов в области науки Гусман Жардемович была верным Есеновским университетом, и она полностью помогала и поддерживала наших студентов, мы приносим извинения за неудобства, мы не можем позволить себе откладывать это. там профессор мы уверены, имя и вклад ученого останутся навсегда	NotAddedInfo	2856514064560807_2857261447819402	Будем верны, нас годами так учили, мы видели ту же позицию, дядя не менял	2021-03-30T13: 48: 41 + 0000
102	1849247698620787_2856514064560807	2021-03-29T12: 36: 48 + 0000	Кенжетаев Гусман Жардемович, профессор экологии и геологии Есеновского университета, скончался в марте прошлого года. Кенжетаев Гусман Жардемович родился в декабре прошлого года. Гусман Жардемович, который провел международную конференцию и открыл офис имени Кенжетаева, сделал значительный вклад в развитие педагогики и науки в регионе. Хотя он умер, его достижения в области образования будут помнить народ и его ученики. Гусман Жардемович Есенов, сумевший вести их в области науки, был верен своей верности университету, он полностью помогал и поддерживал своих студентов.Наше горе не может быть выражено словами. Мы искренне сообщаем о кончине профессора кафедры экологии и геологии Есеновского университета Кенжетаевой Гусмана Жардемовича Гусмана Жардемовича, мудрого человека, внесшего особый вклад в развитие педагогики в регионе. Внесшего вклад в сферу образования. Кенжетаев Гусман Жардемович остался в памяти народа годом рождения ученого, доктора технических наук, профессора, заслуженного деятеля экологии нашего региона, автора ряда исследований, проведенных в декабре прошлого года кабинетом Кенжетаевой в ее благородном образе. исследования она обучала многих студентов в области науки Гусман Жардемович была верным Есеновским университетом, и она полностью помогала и поддерживала наших студентов, мы приносим извинения за неудобства, мы не можем позволить себе откладывать это. там профессор мы уверены, имя и вклад ученого останутся навсегда	NotAddedInfo	2856514064560807_2857790431099837	быть верующим	2021-03-31T05: 24: 43 + 0000
